target,order,Unit Weight (kg),Unit POD,from_yard,from_bay,from_col,from_layer,pred
0.0,133.0,-0.8515051603317261,1.0,1.0,1.0,1.0,1.0,47.0
1.0,134.0,-1.054643154144287,1.0,1.0,1.0,2.0,2.0,2.0
2.0,135.0,-0.9854130744934082,1.0,1.0,1.0,2.0,3.0,48.0
3.0,136.0,-1.0757914781570435,1.0,1.0,1.0,2.0,1.0,1.0
4.0,137.0,-1.1535567045211792,1.0,1.0,1.0,3.0,1.0,49.0
5.0,150.0,-1.009027123451233,1.0,1.0,2.0,4.0,1.0,0.0
6.0,151.0,-0.9609454870223999,1.0,1.0,2.0,5.0,1.0,3.0
7.0,284.0,0.4955405294895172,1.0,1.0,3.0,6.0,3.0,4.0
8.0,285.0,0.9854615330696106,1.0,1.0,3.0,6.0,1.0,5.0
9.0,286.0,0.48795366287231445,1.0,1.0,3.0,7.0,4.0,30.0
10.0,287.0,0.5907555222511292,1.0,1.0,3.0,7.0,2.0,21.0
11.0,288.0,0.5907555222511292,1.0,1.0,3.0,7.0,3.0,15.0
12.0,289.0,0.4955405294895172,1.0,1.0,3.0,7.0,1.0,31.0
13.0,290.0,1.1760811805725098,1.0,1.0,3.0,1.0,4.0,16.0
14.0,291.0,1.2216023206710815,1.0,1.0,3.0,1.0,5.0,23.0
15.0,292.0,1.163752555847168,1.0,1.0,3.0,1.0,2.0,35.0
16.0,293.0,1.1988418102264404,1.0,1.0,3.0,1.0,3.0,37.0
17.0,294.0,1.1229732036590576,1.0,1.0,3.0,8.0,4.0,6.0
18.0,295.0,1.1855647563934326,1.0,1.0,3.0,8.0,5.0,13.0
19.0,296.0,1.1827197074890137,1.0,1.0,3.0,8.0,2.0,24.0
20.0,297.0,1.1144380569458008,1.0,1.0,3.0,8.0,3.0,29.0
21.0,298.0,1.1798746585845947,1.0,1.0,3.0,1.0,1.0,26.0
22.0,299.0,1.1893582344055176,1.0,1.0,3.0,3.0,4.0,45.0
23.0,300.0,1.157114028930664,1.0,1.0,3.0,3.0,5.0,36.0
24.0,301.0,1.154837965965271,1.0,1.0,3.0,3.0,2.0,38.0
25.0,302.0,1.2083252668380737,1.0,1.0,3.0,3.0,3.0,8.0
26.0,303.0,1.157114028930664,1.0,1.0,3.0,3.0,1.0,33.0
27.0,304.0,1.1893582344055176,1.0,1.0,3.0,8.0,1.0,11.0
28.0,305.0,0.3254053592681885,1.0,1.0,3.0,2.0,5.0,32.0
29.0,306.0,0.48757433891296387,1.0,1.0,3.0,2.0,2.0,40.0
30.0,307.0,0.24953682720661163,1.0,1.0,3.0,2.0,3.0,14.0
31.0,308.0,0.2466917634010315,1.0,1.0,3.0,2.0,1.0,34.0
32.0,309.0,-0.8213474154472351,1.0,1.0,3.0,9.0,4.0,28.0
33.0,310.0,-0.8597558736801147,1.0,1.0,3.0,9.0,5.0,41.0
34.0,311.0,-0.8240028023719788,1.0,1.0,3.0,9.0,2.0,44.0
35.0,312.0,-1.0239163637161255,1.0,1.0,3.0,4.0,1.0,43.0
36.0,313.0,-0.8306413292884827,1.0,1.0,3.0,9.0,3.0,7.0
37.0,314.0,-1.0900168418884277,1.0,1.0,3.0,5.0,4.0,22.0
38.0,315.0,-1.07673978805542,1.0,1.0,3.0,5.0,5.0,46.0
39.0,316.0,-1.0900168418884277,1.0,1.0,3.0,5.0,2.0,9.0
40.0,317.0,-0.9052769541740417,1.0,1.0,3.0,9.0,1.0,25.0
41.0,318.0,-1.0900168418884277,1.0,1.0,3.0,5.0,3.0,42.0
42.0,319.0,-1.169678807258606,1.0,1.0,3.0,5.0,1.0,10.0
43.0,320.0,-1.166833758354187,1.0,1.0,3.0,2.0,1.0,18.0
44.0,321.0,-1.1644628047943115,1.0,1.0,3.0,1.0,1.0,17.0
45.0,322.0,-1.1767914295196533,1.0,1.0,3.0,3.0,1.0,12.0
46.0,323.0,-1.1767914295196533,1.0,1.0,3.0,8.0,1.0,20.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
