target,order,Unit Weight (kg),Unit POD,from_yard,from_bay,from_col,from_layer,pred
0.0,752.0,0.5660581588745117,1.0,1.0,1.0,1.0,1.0,32.0
1.0,753.0,0.5942656397819519,1.0,1.0,1.0,1.0,2.0,12.0
2.0,754.0,0.535029947757721,1.0,1.0,1.0,2.0,1.0,33.0
3.0,755.0,0.4898979663848877,1.0,1.0,1.0,2.0,2.0,14.0
4.0,756.0,0.4363037347793579,1.0,1.0,1.0,3.0,1.0,34.0
5.0,757.0,0.5498389005661011,1.0,1.0,1.0,3.0,2.0,18.0
6.0,758.0,0.5632374286651611,1.0,1.0,1.0,4.0,2.0,35.0
7.0,759.0,0.4934239089488983,1.0,1.0,1.0,2.0,3.0,10.0
8.0,760.0,0.5474412441253662,1.0,1.0,1.0,3.0,3.0,36.0
9.0,761.0,0.4997705817222595,1.0,1.0,1.0,2.0,4.0,22.0
10.0,762.0,0.5688789486885071,1.0,1.0,1.0,2.0,5.0,37.0
11.0,763.0,0.5858034491539001,1.0,1.0,1.0,1.0,3.0,28.0
12.0,764.0,0.4391244947910309,1.0,1.0,1.0,1.0,4.0,38.0
13.0,765.0,0.21022070944309235,1.0,1.0,1.0,3.0,4.0,7.0
14.0,766.0,0.20105327665805817,1.0,1.0,1.0,3.0,5.0,39.0
15.0,767.0,0.5632374286651611,1.0,1.0,1.0,4.0,3.0,1.0
16.0,768.0,0.5498389005661011,1.0,1.0,1.0,4.0,4.0,25.0
17.0,769.0,0.15606233477592468,1.0,1.0,1.0,5.0,2.0,40.0
18.0,770.0,0.06368280947208405,1.0,1.0,1.0,5.0,3.0,9.0
19.0,771.0,-2.89133358001709,1.0,1.0,1.0,6.0,1.0,41.0
20.0,772.0,-2.6037583351135254,1.0,1.0,1.0,6.0,2.0,31.0
21.0,773.0,0.4391244947910309,1.0,1.0,1.0,1.0,5.0,42.0
22.0,774.0,0.5498389005661011,1.0,1.0,1.0,4.0,5.0,21.0
23.0,775.0,-1.1708179712295532,1.0,1.0,1.0,6.0,3.0,2.0
24.0,776.0,-0.13193611800670624,1.0,1.0,1.0,5.0,4.0,19.0
25.0,777.0,0.01643526926636696,1.0,1.0,1.0,5.0,5.0,43.0
26.0,778.0,-2.8673572540283203,1.0,1.0,1.0,6.0,4.0,27.0
27.0,779.0,-1.3150992393493652,1.0,1.0,1.0,6.0,5.0,44.0
28.0,793.0,0.26141729950904846,1.0,1.0,1.0,7.0,3.0,8.0
29.0,794.0,0.5083738565444946,1.0,1.0,1.0,7.0,4.0,45.0
30.0,795.0,0.5498389005661011,1.0,1.0,1.0,7.0,5.0,20.0
31.0,796.0,0.0421040840446949,1.0,1.0,1.0,8.0,5.0,46.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
