target,order,Unit Weight (kg),Unit POD,from_yard,from_bay,from_col,from_layer,pred
0.0,1284.0,-0.7108346819877625,1.0,1.0,1.0,1.0,1.0,17.0
1.0,1285.0,0.17493285238742828,1.0,1.0,1.0,2.0,1.0,45.0
2.0,1286.0,-0.8152608275413513,1.0,1.0,1.0,1.0,2.0,20.0
3.0,1287.0,0.2131512463092804,1.0,1.0,1.0,3.0,2.0,46.0
4.0,1288.0,-0.7602937817573547,1.0,1.0,1.0,3.0,3.0,11.0
5.0,1289.0,-0.6567668914794922,1.0,1.0,1.0,3.0,4.0,47.0
6.0,1290.0,-1.3717881441116333,1.0,1.0,1.0,4.0,1.0,7.0
7.0,1291.0,-1.304456353187561,1.0,1.0,1.0,5.0,5.0,48.0
8.0,1292.0,-0.8240286111831665,1.0,1.0,1.0,4.0,2.0,18.0
9.0,1293.0,-1.3529037237167358,1.0,1.0,1.0,5.0,1.0,49.0
10.0,1294.0,-1.2599431276321411,1.0,1.0,1.0,2.0,2.0,5.0
11.0,1295.0,0.0005895125214010477,1.0,1.0,1.0,2.0,3.0,0.0
12.0,1296.0,-1.329073429107666,1.0,1.0,1.0,5.0,2.0,10.0
13.0,1297.0,-1.3786449432373047,1.0,1.0,1.0,5.0,3.0,30.0
14.0,1298.0,-1.008938193321228,1.0,1.0,1.0,4.0,3.0,2.0
15.0,1299.0,-1.0652540922164917,1.0,1.0,1.0,4.0,4.0,4.0
16.0,1300.0,-0.9673476219177246,1.0,1.0,1.0,1.0,3.0,1.0
17.0,1301.0,-1.7056370973587036,1.0,1.0,1.0,1.0,4.0,29.0
18.0,1302.0,-1.599974513053894,1.0,1.0,1.0,2.0,4.0,44.0
19.0,1303.0,1.0179857015609741,2.0,1.0,1.0,6.0,5.0,3.0
20.0,1304.0,1.045637845993042,2.0,1.0,1.0,7.0,5.0,8.0
21.0,1305.0,1.0512582063674927,2.0,1.0,1.0,8.0,5.0,6.0
22.0,1306.0,0.9902212023735046,2.0,1.0,1.0,8.0,3.0,23.0
23.0,1307.0,0.9901087880134583,2.0,1.0,1.0,9.0,5.0,24.0
24.0,1308.0,1.0146135091781616,2.0,1.0,1.0,6.0,1.0,12.0
25.0,1309.0,1.0309125185012817,2.0,1.0,1.0,7.0,1.0,22.0
26.0,1310.0,1.0123653411865234,2.0,1.0,1.0,2.0,4.0,33.0
27.0,1311.0,0.9584099650382996,2.0,1.0,1.0,9.0,1.0,21.0
28.0,1312.0,0.9359285831451416,2.0,1.0,1.0,6.0,2.0,14.0
29.0,1313.0,1.0069698095321655,2.0,1.0,1.0,7.0,2.0,32.0
30.0,1314.0,1.0180981159210205,2.0,1.0,1.0,4.0,4.0,16.0
31.0,1315.0,1.0348467826843262,2.0,1.0,1.0,9.0,2.0,42.0
32.0,1316.0,0.9901087880134583,2.0,1.0,1.0,6.0,3.0,31.0
33.0,1317.0,1.0281023979187012,2.0,1.0,1.0,8.0,4.0,37.0
34.0,1318.0,1.0123653411865234,2.0,1.0,1.0,9.0,3.0,40.0
35.0,1319.0,1.0069698095321655,2.0,1.0,1.0,6.0,4.0,19.0
36.0,1320.0,0.20191054046154022,2.0,1.0,1.0,10.0,3.0,15.0
37.0,1321.0,0.19291797280311584,2.0,1.0,1.0,10.0,4.0,9.0
38.0,1322.0,1.0123653411865234,2.0,1.0,1.0,9.0,4.0,39.0
39.0,1323.0,-1.6539298295974731,1.0,1.0,1.0,5.0,4.0,27.0
40.0,1324.0,0.536883533000946,2.0,1.0,1.0,11.0,3.0,34.0
41.0,1325.0,0.7504569292068481,2.0,1.0,1.0,11.0,4.0,13.0
42.0,1326.0,0.20191054046154022,2.0,1.0,1.0,7.0,3.0,35.0
43.0,1327.0,0.2075308859348297,2.0,1.0,1.0,7.0,4.0,28.0
44.0,1328.0,-0.8724760413169861,2.0,1.0,1.0,2.0,4.0,26.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0
